50126;4;Moto G4 Plus
50127;4;Moto G4
50128;4;Moto G4 Play
50129;4;Moto G Turbo Edition
50130;4;Moto X Force
50131;4;Droid Turbo 2
50132;4;Droid Maxx 2
50133;4;Moto X Style
50134;4;Moto X Play Dual SIM
50135;4;Moto X Play
50136;4;Moto G Dual SIM (3rd gen)
50137;4;Moto 360 Sport (1st gen)
50138;4;Moto 360 46mm (2nd gen)
50139;4;Moto 360 42mm (2nd gen)
50140;4;Moto 360 (1st gen)
50141;4;Moto G (3rd gen)
50142;4;Moto E Dual SIM (2nd gen)
50143;4;Moto E (2nd gen)
50144;4;Moto G 4G (2nd gen)
50145;4;Moto G 4G Dual SIM (2nd gen)
50146;4;Moto Maxx
50147;4;DROID Turbo
50148;4;Nexus 6
50149;4;Moto X (2nd Gen)
50150;4;Moto G Dual SIM (2nd gen)
50151;4;Moto G (2nd gen)
50152;4;Moto G 4G
50153;4;Luge
50154;4;Moto E
50155;4;Moto E Dual SIM
50156;4;Moto G Dual SIM
50157;4;Moto G
50158;4;Moto X
50159;4;DROID Ultra
50160;4;DROID Maxx
50161;4;DROID Mini
50162;4;RAZR D3 XT919
50163;4;RAZR D1
50164;4;Electrify M XT905
50165;4;RAZR i XT890
50166;4;DROID RAZR MAXX HD
50167;4;DROID RAZR HD
50168;4;RAZR HD XT925
50169;4;DROID RAZR M
50170;4;RAZR M XT905
50171;4;DEFY XT XT556
50172;4;Electrify 2 XT881
50173;4;Photon Q 4G LTE XT897
50174;4;Defy Pro XT560
50175;4;ATRIX HD MB886
50176;4;XT760
50177;4;ATRIX TV XT687
50178;4;ATRIX TV XT682
50179;4;MotoGO TV EX440
50180;4;Motosmart Me XT303
50181;4;MOTOKEY 3-CHIP EX117
50182;4;RAZR V XT885
50183;4;RAZR V XT889
50184;4;RAZR V MT887
50185;4;MOTOSMART MIX XT550
50186;4;MotoGO EX430
50187;4;Motosmart Flip XT611
50188;4;XT390
50189;4;RAZR MAXX
50190;4;DEFY XT535
50191;4;GLEAM+ WX308
50192;4;DROID 4 XT894
50193;4;DROID RAZR MAXX
50194;4;Motoluxe MT680
50195;4;Motoluxe XT389
50196;4;Motoluxe
50197;4;Defy Mini XT321
50198;4;Defy Mini XT320
50199;4;XT319
50200;3;5.1
50201;3;3.1
50202;3;2.1
50203;3;X6
50204;3;8110 4G
50205;3;8 Sirocco
50206;3;7 plus
50207;3;6.1
50208;3;1
50209;3;3310 4G
50210;3;2
50211;3;7
50212;3;3310 3G
50213;3;8
50214;3;105 (2017)
50215;3;130 (2017)
50216;3;3
50217;3;5
50218;3;6
50219;3;3310 (2017)
50220;3;150
50221;3;216
50222;3;230 Dual SIM
50223;3;230
50224;3;222 Dual SIM
50225;3;222
50226;3;105 Dual SIM (2015)
50227;3;105 (2015)
50228;3;215
50229;3;215 Dual SIM
50230;3;Lumia 638
50231;3;N1
50232;3;Lumia 730 Dual SIM
50233;3;Lumia 735
50234;3;Lumia 830
50235;3;130 Dual SIM
50236;3;130
50237;3;Lumia 530 Dual SIM
50238;3;Lumia 530
50239;3;X2 Dual SIM
50240;3;225
50241;3;225 Dual SIM
50242;3;Lumia 930
50243;3;Lumia 635
50244;3;Lumia 630 Dual SIM
50245;3;Lumia 630
50246;3;XL
50247;3;X+
50248;3;X
50249;3;Asha 230
50250;3;220
50251;3;Lumia Icon
50252;3;Lumia 525
50253;3;Lumia 1520
50254;3;Lumia 1320
50255;3;Lumia 2520
50256;3;Asha 503 Dual SIM
50257;3;Asha 503
50258;3;Asha 502 Dual SIM
50259;3;Asha 500 Dual SIM
50260;3;Asha 500
50261;3;108 Dual SIM
50262;3;515
50263;3;107 Dual SIM
50264;3;106
50265;3;Lumia 625
50266;3;Lumia 1020
50267;3;208
50268;3;207
50269;3;Lumia 925
50270;3;Lumia 928
50271;3;Asha 501
50272;3;Asha 210
50273;3;Lumia 720
50274;3;Lumia 520
50275;3;301
50276;3;105
50277;3;Asha 310
50278;3;Lumia 505
50279;3;Lumia 620
50280;3;114
50281;3;206
50282;3;Asha 205
50283;3;109
50284;3;Lumia 822
50285;3;Lumia 510
50286;3;Lumia 810
50287;3;Asha 309
50288;3;Asha 308
50289;3;Lumia 920
50290;3;Lumia 820
50291;3;Asha 311
50292;3;Asha 306
50293;3;Asha 305
50294;3;113
50295;3;112
50296;3;111
50297;3;110
50298;3;Lumia 610 NFC
50299;3;103
50300;2;Q Stylo 4
50301;2;Q Stylus
50302;2;V35 ThinQ
50303;2;Q7
50304;2;G7 ThinQ
50305;2;V30S ThinQ
50306;2;Zone 4
50307;2;K30
50308;2;K10 (2018)
50309;2;K8 (2018)
50310;2;Aristo 2
50311;2;X4+
50312;2;V30
50313;2;Q8
50314;2;Q6
50315;2;G Pad IV 8.0 FHD
50316;2;X venture
50317;2;G6
50318;2;X power2
50319;2;Watch Sport
50320;2;Watch Style
50321;2;Stylo 3 Plus
50322;2;Stylus 3
50323;2;Harmony
50324;2;K20 plus
50325;2;K10 (2017)
50326;2;K8 (2017)
50327;2;K7 (2017)
50328;2;K4 (2017)
50329;2;K3 (2017)
50330;2;G Pad III 10.1 FHD
50331;2;U
50332;2;V20
50333;2;X Skin
50334;2;X5
50335;2;X max
50336;2;X mach
50337;2;G Pad III 8.0 FHD
50338;2;G Pad X 8.0
50339;2;X power
50340;2;X style
50341;2;Stylus 2 Plus
50342;2;Stylo 2
50343;2;K5
50344;2;K3
50345;2;G5 SE
50346;2;G5
50347;2;X cam
50348;2;X screen
50349;2;K8
50350;2;Stylus 2
50351;2;K10
50352;2;K7
50353;2;K4
50354;2;G Pad II 8.3 LTE
50355;2;Ray
50356;2;G Vista 2
50357;2;G Watch R W110
50358;2;Watch Urbane W150
50359;2;Watch Urbane 2nd Edition LTE
50360;2;V10
50361;2;Nexus 5X
50362;2;Zero
50363;2;G Pad II 10.1
50364;2;G Pad II 8.0 LTE
50365;2;Wine Smart
50366;2;Tribute 2
50367;2;Bello II
50368;2;G4 Beat
50369;2;G360
50370;2;G350
50371;2;G4c
50372;2;G4 Dual
50373;2;G4
50374;2;G Stylo
50375;2;G4 Stylus
50376;2;AKA
50377;2;Watch Urbane LTE
50378;2;G Watch W100
50379;2;Magna
50380;2;Spirit
50381;2;Leon
50382;2;Joy
50383;2;G Flex2
50384;2;Tribute
50385;2;L Prime
50386;2;G2 Lite
50387;2;G3 Dual-LTE
50388;2;G3 Screen
50389;2;F60
50390;2;L60
50391;2;L60 Dual
50392;2;G3 Stylus
50393;2;L Bello
50394;2;L Fino
50395;2;G Pad 8.0 LTE
50396;2;G Vista
50397;2;G3 A
50398;2;G Pad 7.0 LTE
50399;2;L50
50400;1;Galaxy J7 (2018)
50401;1;Galaxy J3 (2018)
50402;1;Galaxy A8 Star (A9 Star)
50403;1;Galaxy S Light Luxury
50404;1;Galaxy J8
50405;1;Galaxy J6
50406;1;Galaxy J4
50407;1;Galaxy A6+ (2018)
50408;1;Galaxy A6 (2018)
50409;1;Galaxy J7 Duo
50410;1;Galaxy J7 Prime 2
50411;1;Galaxy S9+
50412;1;Galaxy S9
50413;1;Galaxy J2 Pro (2018)
50414;1;Galaxy A8+ (2018)
50415;1;Galaxy A8 (2018)
50416;1;Galaxy J2 (2017)
50417;1;Galaxy Tab Active 2
50418;1;Galaxy Tab A 8.0 (2017)
50419;1;Galaxy C7 (2017)
50420;1;Gear Sport
50421;1;Galaxy Note8
50422;1;Galaxy S8 Active
50423;1;Galaxy J7 V
50424;1;Galaxy Note FE
50425;1;Galaxy J7 Max
50426;1;Galaxy J7 Pro
50427;1;Galaxy J7 (2017)
50428;1;Galaxy J5 (2017)
50429;1;Galaxy J3 (2017)
50430;1;Z4
50431;1;Galaxy S8
50432;1;Galaxy S8+
50433;1;Gear S3 classic LTE
50434;1;Galaxy C5 Pro
50435;1;Galaxy Xcover 4
50436;1;Galaxy Tab S3 9.7
50437;1;Galaxy J1 mini prime
50438;1;Galaxy J3 Emerge
50439;1;Galaxy C7 Pro
50440;1;Galaxy A7 (2017)
50441;1;Galaxy A5 (2017)
50442;1;Galaxy A3 (2017)
50443;1;Galaxy Grand Prime Plus
50444;1;Galaxy J2 Prime
50445;1;Galaxy C9 Pro
50446;1;Galaxy C10
50447;1;Galaxy A8 (2016)
50448;1;Galaxy On8
50449;1;Galaxy On7 (2016)
50450;1;Gear S3 classic
50451;1;Gear S3 frontier
50452;1;Gear S3 frontier LTE
50453;1;Galaxy J5 Prime
50454;1;Galaxy J7 Prime
50455;1;Z2
50456;1;Galaxy Note7 (USA)
50457;1;Galaxy Note7
50458;1;Galaxy On7 Pro
50459;1;Galaxy On5 Pro
50460;1;Galaxy Tab J
50461;1;Galaxy J Max
50462;1;Galaxy J2 Pro (2016)
50463;1;Galaxy J2 (2016)
50464;1;Z3 Corporate Edition
50465;1;Galaxy Xcover 3 G389F
50466;1;Galaxy S7 active
50467;1;Galaxy J3 Pro
50468;1;Galaxy C7
50469;1;Galaxy C5
50470;1;Galaxy A9 Pro (2016)
50471;1;Galaxy J7 (2016)
50472;1;Galaxy J5 (2016)
50473;1;Galaxy Tab A 10.1 (2016)
50474;1;Galaxy Tab A 7.0 (2016)
50475;1;Galaxy S7
50476;1;Galaxy S7 edge
50477;1;Galaxy S7 edge (USA)
50478;1;Galaxy S7 (USA)
50479;1;Galaxy J1 Nxt
50480;1;Gear S2 classic 3G
50481;1;Galaxy Tab E 8.0
50482;1;Galaxy J1 (2016)
50483;1;Galaxy A9 (2016)
50484;1;Galaxy A7 (2016)
50485;1;Galaxy A5 (2016)
50486;1;Galaxy A3 (2016)
50487;1;Galaxy Express Prime
50488;1;Galaxy J3 (2016)
50489;1;Galaxy View
50490;1;Galaxy On7
50491;1;Galaxy On5
50492;1;Z3
50493;1;Galaxy J1 Ace
50494;1;Gear S2 classic
50495;1;Gear S2
50496;1;Gear S2 3G
50497;1;Galaxy Note5 (USA)
50498;1;Galaxy Note5
50499;1;Galaxy Note5 Duos
