1000164;Drema;50367,50281,50281
1000165;Normand;50334,50084,50379
1000166;Marlene;50405,50293,50142
1000167;Petra;50398,50153,50062,50070
1000168;Krista;50430,50148,50252,50451,50469
1000169;Albertina;50167,50287,50167,50222,50469
1000170;Ashlie;50141,50063,50320
1000171;Lesa;50268,50392,50479,50468,50303
1000172;Yael;50481,50267,50423,50267,50152,50267
1000173;Charolette;50022,50199,50186,50106
1000174;Annita;50198,50467,50467
1000175;Fatima;50337,50405
1000176;Arnette;50403
1000177;Delma;50212,50118,50175,50450
1000178;Keva;50219,50068,50246
1000179;Carli;50003,50248,50308,50187
1000180;Emelda;50376,50376,50128,50068,50068,50376
1000181;Kaycee;50326,50120,50108,50486,50476,50095
1000182;Janett;50467,50467
1000183;Dona;50487,50116,50381
1000184;Savannah;50160,50409,50480
1000185;Waneta;50374
1000186;Evia;50126,50005
1000187;Arnoldo;50030,50040,50042,50251,50499
1000188;Omega;50335,50325,50381,50335,50325
1000189;Marylee;50106,50020
1000190;Caprice;50197,50139,50335,50007
1000191;Sung;50444
1000192;Mariella;50245,50471,50017,50337,50415,50278
1000193;Mafalda;50499,50124
1000194;Carlita;50408,50395,50408,50135,50257
1000195;Reyna;50376,50112,50267
1000196;Jacklyn;50482,50223
1000197;Merissa;50381,50007,50484
1000198;Dianna;50420,50083,50439,50074
1000199;Karri;50427
1000200;Laure;50055
1000201;Mabelle;50231,50434,50107,50015,50231
1000202;Cherlyn;50048,50477,50070,50455
1000203;Ha;50484,50432,50033,50161,50328
1000204;Erasmo;50107,50425
1000205;Risa;50381,50479,50213,50404,50107
1000206;Zora;50306,50367,50417,50367
1000207;Brandon;50495
1000208;Ariana;50090
1000209;Jacob;50099
1000210;Miranda;50213,50465
1000211;Christina;50132,50431,50397,50397,50368
1000212;Reba;50406,50228,50228,50063,50228,50182
1000213;Sherri;50155,50330,50330
1000214;Arlena;50026,50026,50344
1000215;Danuta;50051,50388,50243,50218,50297,50265
1000216;Arnold;50094,50420,50335
1000217;Tricia;50351
1000218;Jessika;50107,50304,50095,50167,50280
1000219;Fonda;50046,50450,50447,50074,50255
1000220;Bari;50150,50087,50325,50265,50317,50089
1000221;Athena;50302,50382,50382,50030,50087
1000222;Marlyn;50127,50056,50287,50320
1000223;Sau;50467,50248,50248,50017,50216,50248
1000224;Zaida;50392,50392,50491
1000225;Bradford;50441
1000226;Frederic;50331,50499,50300
1000227;Ping;50387,50389
1000228;Shanell;50247,50483,50329,50323,50390
1000229;Mandie;50044,50080,50182,50338
1000230;Les;50485,50494
1000231;Porsche;50025,50025
1000232;Kanisha;50484,50039,50468,50468
1000233;Hoyt;50492,50318,50441
1000234;Georgene;50360
1000235;Eugena;50110,50366,50445,50459
1000236;Kristi;50032,50022,50087,50409,50044
1000237;Marica;50014,50014
1000238;Jeanett;50335
1000239;Shakira;50401
1000240;Glady;50354,50148,50225,50032,50148,50205
1000241;Delcie;50154,50092
1000242;Armanda;50222,50151
1000243;Sammie;50154
1000244;Hertha;50057,50057,50174,50123,50057,50214
1000245;Barabara;50064,50206,50471,50471,50206
1000246;Eric;50222,50222
1000247;Kathrine;50307,50435,50427,50433,50333
1000248;Cassidy;50421,50169,50025
1000249;Deshawn;50260,50401,50299,50492,50302,50430
1000250;Renata;50099
1000251;Wilfred;50095,50095,50088,50430,50088
1000252;Marylyn;50383,50056,50384
1000253;Harley;50027,50024
1000254;Tracie;50408,50018
1000255;Reinaldo;50467,50132,50231,50115
1000256;Shila;50174
1000257;Charley;50285,50159,50441
1000258;Louanne;50470,50387,50332,50498,50277,50332
1000259;Kathrine;50217,50020,50135,50289,50272
1000260;Rosalee;50338,50169,50194,50407,50385,50194
1000261;Hyman;50223,50360,50017,50223,50017,50223
1000262;Gwen;50311,50311,50135,50192,50177,50192
1000263;Lakisha;50129,50157
1000264;Rosy;50211,50480,50280,50134
1000265;Kyle;50321,50011,50348
1000266;Sarita;50213
1000267;Nigel;50345,50006,50397,50397,50006
1000268;Kathyrn;50440,50275,50121,50085,50440,50175
1000269;Bebe;50052,50319,50365
1000270;Penny;50041,50239,50080,50382
1000271;Kurt;50401,50260,50114,50150,50392
1000272;Rozella;50483,50314,50200,50281,50427,50493
1000273;Brady;50049,50432,50204,50049,50047
1000274;Freda;50177
1000275;Olen;50409,50411,50098,50039,50409
1000276;Delaine;50325,50256,50016,50027,50326
1000277;Chastity;50112,50451,50015,50431
1000278;Tanika;50392,50371,50395,50422
1000279;Teodoro;50420,50048,50404,50280
1000280;Darla;50201,50436,50483,50062
1000281;Naoma;50473
1000282;Antonina;50061,50254,50390,50455,50444
1000283;Maurita;50068,50479,50010
1000284;Anjanette;50241,50321
1000285;Carlos;50397
1000286;Nicolle;50193,50160,50132,50420,50420
1000287;Earline;50050,50363,50050,50447,50363,50363
1000288;Genny;50326,50134,50109,50326,50326,50480
1000289;Twanna;50424,50016,50182,50197,50059,50114
1000290;Andre;50106,50449,50444,50434,50161,50181
1000291;Gisela;50484
1000292;Evelin;50185,50387,50032,50326
1000293;Karole;50176,50031,50402,50011,50074,50054
1000294;Marivel;50246,50495,50213,50008,50247
1000295;Kori;50365
1000296;Loida;50133
1000297;Alayna;50402,50209,50192
1000298;Hung;50007,50115,50305,50009
1000299;Zella;50195,50244,50383,50082,50043
1000300;Marcus;50395
1000301;Ronald;50173,50409
1000302;Santa;50291,50406,50406,50252
1000303;Tiffani;50453,50274,50423,50423,50131
1000304;Alfonzo;50405,50046,50234,50127
1000305;Kendall;50024,50313,50002
1000306;Margot;50309,50469,50309
1000307;Stan;50495,50389,50423,50333,50113
1000308;Georgie;50499,50201,50271,50271
1000309;Pamula;50472,50442
1000310;Viva;50119,50328
1000311;Gwenn;50438,50438,50438,50269,50385
1000312;Alexandra;50449,50380,50413,50293,50293
1000313;Jeneva;50365,50000
1000314;Janelle;50488,50208,50488,50208,50208,50488
1000315;Xenia;50211,50171,50006,50486,50207,50183
1000316;Emmitt;50420,50211,50340,50064,50235,50211
1000317;Jenny;50315,50490,50321
1000318;Arlen;50333,50028,50159,50327,50235
1000319;Ken;50125,50167,50067,50181,50341,50486
1000320;Tommye;50272,50251,50251
1000321;Boyce;50398,50337,50271
1000322;Cherryl;50357,50283
1000323;Dinah;50017,50420
1000324;Nettie;50092
1000325;Fran;50437,50158,50405,50405,50433
1000326;Karly;50286,50286
1000327;Kyung;50108,50187,50108
1000328;Lilli;50460,50460
1000329;Anja;50257,50000,50450,50377,50199
1000330;Lenita;50406,50169,50487,50255,50487,50001
1000331;Santos;50483,50411,50411,50447
1000332;Annis;50126,50105,50499,50105
1000333;Shoshana;50076,50278
1000334;Jetta;50190,50190,50094,50007,50347,50398
1000335;Adrien;50482
1000336;Barton;50042,50467,50467
1000337;Jonelle;50031,50133,50324,50133,50496
1000338;Patrica;50110,50130,50000
1000339;Willene;50082,50243,50243,50243
1000340;Charmaine;50248,50099,50432
1000341;Len;50339,50339,50195,50002,50497
1000342;Bernie;50219,50168,50168
1000343;Kelsie;50062,50331,50383,50495
1000344;Erna;50287,50251,50411,50411
1000345;Reynalda;50351,50325,50236,50262
1000346;Latonia;50289,50419,50161,50265,50376
1000347;Bart;50101,50307,50284
1000348;Monique;50109,50049,50317,50344,50302,50345
1000349;Towanda;50435,50435,50440,50435
1000350;Else;50080,50081,50496,50250,50442
1000351;Debbie;50187,50297,50344,50126,50086
1000352;Hiram;50134,50140,50140
1000353;Rosaura;50287,50302,50210,50099,50007
1000354;Yahaira;50434
1000355;Anissa;50185,50024
1000356;Evelyne;50009
1000357;Marsha;50402,50274
1000358;Jake;50064,50142,50336,50064,50064,50319
1000359;Maryjane;50108,50128
1000360;Shaunna;50009,50113,50491,50491
1000361;Brittanie;50079,50454,50079,50425,50236,50442
1000362;Myron;50359,50359
1000363;Francesca;50456,50448,50433,50341,50352,50058
1000364;Clarissa;50475,50475
1000365;Graig;50492,50102,50044,50437
1000366;Jere;50444,50284,50063
1000367;Patsy;50436,50134,50141,50134,50039
1000368;Armand;50449,50046,50467,50467,50019
1000369;Eulah;50154,50358,50405,50279,50356,50200
1000370;Douglass;50200,50432,50133
1000371;Hiram;50310
1000372;Hettie;50210,50095,50043
1000373;Roselle;50121,50147,50092,50121
1000374;Briana;50327,50231,50065
1000375;Maxima;50105
1000376;Lindsey;50393,50038,50004,50207,50212,50336
1000377;Many;50174,50272,50003
1000378;Charisse;50391,50068,50473
1000379;Sofia;50131,50053,50103,50210,50151
1000380;Gerry;50049,50264,50327
1000381;Zetta;50033,50437
1000382;Rikki;50287,50253,50205
1000383;Natosha;50480,50237,50487,50487,50349
1000384;Steven;50334
1000385;Garnett;50344
1000386;Carolynn;50488,50351,50184
1000387;Alvera;50001,50090,50077
1000388;Karyl;50305
1000389;Bethany;50247,50055,50437,50247
1000390;Zaida;50466,50466,50155,50100
1000391;Sharla;50170,50181,50170,50181,50210,50465
1000392;Gil;50401
1000393;Zulma;50377,50105,50366,50429,50297,50167
1000394;Andree;50125,50187,50414,50411,50411
1000395;Keturah;50047,50328,50222,50004,50311,50097
1000396;Laquanda;50353,50353,50477,50385,50361,50385
1000397;Winifred;50059,50095,50058,50059
1000398;Kristle;50339,50168,50116,50251,50430,50251
1000399;Domenic;50287
1000400;Ahmad;50206,50435,50132
1000401;Ula;50159,50443,50310,50150,50150,50159
1000402;Theron;50042,50001,50038,50102
1000403;Antonietta;50158,50393,50450
1000404;Bula;50053,50375
1000405;Leta;50282
1000406;Jessia;50202,50100,50297,50100,50297
1000407;Sondra;50123
1000408;Simone;50140,50338,50323,50005,50140,50465
1000409;Merrilee;50174,50446,50174
1000410;Douglas;50313,50310,50317,50215
1000411;Edna;50098,50002,50136,50263,50193,50438
1000412;Eneida;50311
1000413;Ellamae;50326
1000414;Kittie;50039,50252,50111,50302,50483,50205
1000415;Julienne;50248,50144,50373,50441,50373
1000416;Cher;50290,50150,50351,50184
1000417;Maia;50115,50004,50075,50103
1000418;Magen;50096
1000419;Vanna;50196,50347,50347,50197
1000420;Susie;50198,50014,50231,50014,50227,50246
1000421;Belkis;50314,50314,50131,50131
1000422;Bruno;50310,50119,50310,50220,50110
1000423;Len;50036,50198,50416,50366,50310,50084
1000424;Dede;50498,50397,50214,50331,50422
1000425;Dane;50120,50465
1000426;Nikki;50012,50012
1000427;Juliane;50111,50295,50295,50365
1000428;Mitchell;50339
1000429;Felton;50495,50495,50495,50065
1000430;Julienne;50300,50161,50421,50014
1000431;Jen;50142,50142,50159,50191
1000432;Ailene;50018,50018,50451
1000433;Trena;50275
1000434;Annetta;50238,50093,50053,50330,50429
1000435;Dianna;50458,50286,50108,50428,50321
1000436;Sybil;50067,50339,50429,50107
1000437;Amal;50067,50249,50256,50055,50267,50048
1000438;Michale;50237,50471,50079,50387
1000439;Emmanuel;50024,50024,50192,50091,50024,50458
1000440;Delphine;50092,50351,50131,50424
1000441;Augustus;50322,50088,50088
1000442;Noma;50117,50117,50117
1000443;Ruthe;50117,50331,50330,50330,50061
1000444;Stacy;50157,50353,50000,50000
1000445;Sherrill;50092,50413
1000446;Marlys;50382,50157,50404,50423,50343,50353
1000447;Margaret;50264
1000448;Lexie;50000,50021,50286,50021
1000449;Nelle;50044,50203,50397,50449,50449
1000450;Scarlet;50090,50071,50499,50229
1000451;Julee;50304,50322
1000452;Alva;50256,50409,50222,50490,50222
1000453;Ara;50328
1000454;Carmelia;50336
1000455;Tresa;50223,50375,50261,50458,50310,50210
1000456;Adrianna;50162,50435
1000457;Micheline;50078
1000458;Marleen;50394,50296,50022,50020,50214
1000459;Nereida;50438,50438,50288,50288,50176,50294
1000460;Wynell;50087,50205
1000461;Margit;50276,50354
1000462;Virgen;50494,50494,50494,50365,50337
1000463;Katharina;50401,50447,50148,50414,50414,50207
1000464;Michaela;50169,50169,50008,50080,50323,50207
1000465;Laurie;50187
1000466;Alfred;50091,50194
1000467;Mallie;50077,50480,50047
1000468;Don;50408,50376,50119,50461,50494
1000469;Karina;50362,50002
1000470;Arnulfo;50117,50324,50469
1000471;Latasha;50267,50274,50022,50224,50493
1000472;Marianne;50040
1000473;Hildred;50403,50429,50011,50095
1000474;Angelika;50372,50436,50258
1000475;Penelope;50131,50235,50236,50038
1000476;Micheal;50444,50457
1000477;Alesha;50206,50153,50153,50009,50206
1000478;Mitchel;50009
1000479;Vennie;50399,50065,50485,50184
1000480;Kathaleen;50407,50181,50407
1000481;Alethia;50211,50458,50167
1000482;Roberto;50328,50328
1000483;Patsy;50122,50263,50104,50122,50104
1000484;Sharlene;50118
1000485;Glendora;50193,50400,50427,50413,50230,50066
1000486;Tyrone;50337,50288,50124
1000487;Mai;50164,50378,50265,50361,50389
1000488;Leta;50238,50493,50213
1000489;Stephani;50362,50490,50362,50362
1000490;Chloe;50121,50092
1000491;Velma;50487,50283,50115,50228,50069,50289
1000492;Kiana;50065,50076,50113
1000493;Santo;50271,50160
1000494;Shani;50183,50402,50183
1000495;Latonia;50143,50329,50143
1000496;Jacquelynn;50294,50422,50286,50002,50286
1000497;Cathleen;50390,50482,50246
1000498;Rachelle;50377,50003
1000499;Junior;50104,50104
1000500;Neely;50459
1000501;Chara;50404,50189
1000502;Stephane;50350,50268,50139,50474
1000503;Octavio;50433,50440
1000504;Hien;50419,50456,50391
1000505;Sachiko;50178,50430
1000506;Terry;50427,50418
1000507;Irvin;50339
1000508;Evan;50373,50200
1000509;Tiffani;50191,50494,50498
1000510;Buck;50235,50342,50173,50122,50235
1000511;Beulah;50472,50153,50441,50072,50137,50299
1000512;Reagan;50000,50017,50465,50017,50197
1000513;Renae;50305,50027,50121,50027
1000514;Mirian;50482,50271,50425,50457
1000515;Glennie;50201,50335,50158,50087,50069,50483
1000516;Elvira;50189
1000517;Lewis;50427,50180,50319,50279,50136
1000518;Asley;50138,50200,50200,50066,50138
1000519;Jessia;50319,50186,50319,50473,50382
1000520;Manuela;50374
1000521;Nestor;50082,50082,50210,50431,50136,50141
1000522;Nereida;50016,50325,50141
1000523;Louetta;50337
1000524;Cherryl;50060,50422,50392,50392,50244
1000525;Jospeh;50077,50077,50077,50331,50092
1000526;Rosamond;50423
1000527;Novella;50187,50269,50153,50187
1000528;Cristobal;50058
1000529;Nanci;50469,50247,50391,50095
1000530;Jacki;50174,50174,50174
1000531;Katlyn;50045,50410,50232,50144
1000532;Maritza;50081
1000533;Kasey;50147,50192,50305,50019,50357
1000534;Adelaida;50058,50193,50369,50058
1000535;Earlene;50381,50381,50381
1000536;Doug;50200,50062,50380,50391
1000537;Ali;50008,50499,50067
1000538;Al;50447,50447,50066,50186,50186,50186
1000539;Jarrett;50483,50474,50474,50088
1000540;Vallie;50432
1000541;Pierre;50409,50232,50281
1000542;Antione;50046,50032,50024,50172,50032,50046
1000543;Onita;50068,50019,50303,50006
1000544;Ozell;50379,50308
1000545;Shirl;50356,50104,50104,50104,50042,50291
1000546;Joycelyn;50023,50390,50320,50286,50344
1000547;Magdalena;50331,50331
1000548;Melisa;50009,50144
1000549;Shirl;50019,50313,50313,50285
1000550;Jonah;50294
1000551;Laurie;50111,50293,50251,50492,50449
1000552;Jeanett;50009,50206,50334,50206,50266,50101
1000553;Treva;50189,50387,50252,50020
1000554;Kenda;50280,50396,50280
1000555;Shenita;50354
1000556;Kimberly;50371,50029
1000557;Roberta;50286,50377,50342
1000558;Ali;50428,50438,50188,50397,50197
1000559;Wanetta;50022,50434,50133
1000560;Erick;50423,50470,50181,50293
1000561;Darby;50499,50465
1000562;Lupe;50455,50455,50226,50226,50226
1000563;Kali;50315,50404,50332
1000564;Cristopher;50324,50406,50406,50052
1000565;Jed;50387,50056,50385,50035,50340
1000566;Fredric;50003,50212,50199,50212,50212
1000567;Terisa;50346,50339,50146
1000568;Dorian;50303,50303,50192,50171,50171
1000569;Lahoma;50272,50386,50143
1000570;Edmund;50031,50035,50383
1000571;Isa;50074
1000572;Alayna;50317,50218,50273,50273
1000573;Claudette;50401,50330,50330,50046,50297,50028
1000574;Bev;50034,50352,50194
1000575;Alonso;50306,50235,50262,50306,50416
1000576;Piper;50219,50468,50468,50196
1000577;Julianne;50388,50351,50353,50133,50123
1000578;Cordelia;50061,50327,50061,50349,50035,50157
1000579;Anette;50150,50000,50453,50000
1000580;Luetta;50450,50105,50180,50330,50328,50481
1000581;Lavelle;50382,50382
1000582;Zenaida;50242,50242
1000583;Gail;50246,50353,50247,50246,50260
1000584;Ramon;50298,50499,50298,50193,50499,50019
1000585;Sarina;50437,50386,50198,50437,50245,50173
1000586;Ethelyn;50394,50368,50298,50298
1000587;Leandro;50246,50307
1000588;Billie;50282,50122,50282
1000589;Tiesha;50176,50471
1000590;Willow;50331
1000591;Dorthey;50442
1000592;Georgianne;50419,50163,50302,50152,50109,50097
1000593;Tamika;50433,50282,50045,50198,50083
1000594;Bessie;50348,50451,50298,50397,50396,50367
1000595;Charolette;50072
1000596;Genny;50061
1000597;Elidia;50226,50491,50437,50139
1000598;Vesta;50325,50325,50100,50100,50445,50269
1000599;Elizbeth;50252
1000600;Daniell;50387,50130,50352,50483
1000601;Thanh;50277,50130
1000602;Toi;50362,50230
1000603;Dollie;50415,50001
1000604;Violeta;50290,50290
1000605;Rhea;50311
1000606;Michael;50051,50051,50051,50127,50051,50205
1000607;Ashly;50042,50077,50051,50428,50488,50108
1000608;Denver;50112,50112,50290,50363
1000609;Vincent;50456,50455
1000610;Cherish;50183,50481,50481
1000611;Warner;50326,50396,50482,50285,50285,50326
1000612;Waylon;50245,50416,50425,50087,50065
1000613;Deanne;50136,50099,50474,50053,50053
1000614;Karole;50271,50382,50271,50271
1000615;Maryland;50487,50493,50382,50143,50123,50344
1000616;Theodore;50139,50052
1000617;Merilyn;50473,50473,50045,50305,50045
1000618;Xuan;50166,50053,50240,50060,50089,50213
1000619;Shanti;50210,50210,50022,50046,50104,50160
1000620;Luigi;50252,50115,50282,50115,50142,50142
1000621;Kendrick;50312,50135
1000622;Windy;50225,50406
1000623;Tory;50462,50462,50254,50184,50462,50432
1000624;Maxima;50474,50434,50474,50474
1000625;Shante;50387,50428,50390,50278,50387
1000626;Sharilyn;50140,50091,50140,50441
1000627;Kyung;50249,50444
1000628;Debby;50029,50029,50236
1000629;Annice;50150,50089,50499
1000630;Renato;50352,50313,50286,50473
1000631;Eulalia;50074,50031,50185
1000632;Daphine;50281,50234,50281,50234,50178,50234
1000633;Annabelle;50195,50337,50331,50167,50337,50195
1000634;Antonetta;50117,50325
1000635;Madeleine;50398,50398,50225,50057
1000636;Arianna;50156,50492
1000637;Zane;50409,50413,50286,50003,50003
1000638;Rod;50025
1000639;Glendora;50153,50361,50136
1000640;Tiffany;50402,50037,50274,50107,50230
1000641;Trinity;50220
1000642;Tony;50124,50124,50223,50369
1000643;Desirae;50237,50253,50009,50416
1000644;Freida;50437,50282,50057,50366,50172,50012
1000645;Edward;50491,50337,50131,50036,50255
1000646;Marcelle;50056,50153,50091,50056,50005
1000647;Jerilyn;50276,50453,50405,50145,50412,50063
1000648;Rosalind;50127,50484,50103,50244,50099
1000649;Carole;50363,50378,50300,50491,50328,50029
1000650;Beaulah;50186,50384,50462,50079
1000651;Bert;50386,50316
1000652;Shameka;50147,50005,50104,50461,50027
1000653;Jolanda;50086,50383
1000654;Lynnette;50433,50011,50247
1000655;Nellie;50314,50471,50309
1000656;Lottie;50307
1000657;Jacelyn;50373,50483,50465,50492,50492,50373
1000658;Rebeca;50164,50373,50025
1000659;Lashawna;50402,50351,50201,50138,50242,50146
1000660;Lavonia;50275,50480
1000661;Jenine;50139,50305,50139
1000662;Trinh;50145,50386,50031,50143,50242,50331
1000663;Earleen;50316,50374
1000664;Emerald;50224,50005,50295,50240,50224,50387
1000665;Reynaldo;50376,50382,50114,50098,50261
1000666;Enriqueta;50265,50129,50166,50198,50097,50180
1000667;Gwenda;50066,50300,50300,50300
1000668;Jeremiah;50438
1000669;Suzy;50122,50374,50011,50432,50404,50114
1000670;Olimpia;50236
1000671;Clarence;50295,50271,50148,50027,50277
1000672;Earlean;50157
1000673;Soledad;50290,50129
1000674;Adolph;50228,50285,50296,50074,50372,50314
1000675;Neida;50342,50260
1000676;Ka;50135,50135,50015
1000677;Rina;50347,50291
1000678;Stuart;50126,50305,50478,50478
1000679;Kieth;50030,50275,50033,50403,50084,50030
1000680;Tera;50377,50208,50416,50377
1000681;Sage;50253,50429,50388,50051,50388
1000682;Debra;50444,50067,50067
1000683;Alane;50173
1000684;Marcell;50480
1000685;Latrina;50443
1000686;Cesar;50148,50247,50148,50498,50390
1000687;Danette;50187
1000688;Salvatore;50490,50443,50360,50469,50490,50416
1000689;Byron;50221,50086,50473,50287,50195,50221
1000690;Zetta;50208,50241
1000691;Danna;50349,50451,50003,50337,50223
1000692;Carlie;50364,50213,50065
1000693;Elsie;50035,50318,50055,50055
1000694;Ammie;50069,50405,50162,50347
1000695;Tisha;50429,50228,50011
1000696;Lorenzo;50218,50218,50443,50218
1000697;Alpha;50018,50018,50022,50018
1000698;Lucy;50363,50125,50482
1000699;Stephaine;50252,50376,50169,50030,50075
1000700;Cornell;50284,50151,50063,50220
1000701;Antonia;50362,50052,50431,50415,50302
1000702;Caterina;50267,50267,50087,50037,50195
1000703;Ressie;50386,50160,50249,50160
1000704;Lanita;50108,50108,50174
1000705;Marian;50305,50050
1000706;Cora;50334,50116,50116,50478
1000707;Cecile;50059,50443,50443,50353,50443,50443
1000708;Chantay;50351
1000709;Rosette;50462,50414
1000710;Elroy;50435,50064,50471,50064
1000711;Graig;50455
1000712;Alice;50320,50379,50106,50106,50278,50419
